Player,Pos.,Team,Total Value,Avg./Year,Total Guaranteed, Avg. Guarantee/Year, % Guaranteed
T.J. Barnes,DT,Bills,"$1,110,000","$555,000",$0,$0,0.00%
Ben Garland,RG,Falcons,"$1,110,000","$555,000",$0,$0,0.00%
Adrian Phillips,S,Chargers,"$1,110,000","$555,000",$0,$0,0.00%
Adarius Glanton,LB,Buccaneers,"$1,110,000","$555,000",$0,$0,0.00%
Demontre Hurst,CB,Bears,"$1,110,000","$555,000",$0,$0,0.00%
Andrew Tiller,G,49ers,"$1,110,000","$555,000",$0,$0,0.00%
Spencer Ware,RB,Chiefs,"$1,110,000","$555,000",$0,$0,0
Scott Simonson,TE,Panthers,"$1,110,000","$555,000",$0,$0,0.00%
Michael Ola,RT,Lions,"$1,110,000","$555,000",$0,$0,0.00%
Justin Staples,34DE,Titans,"$1,110,000","$555,000",$0,$0,0.00%
Dewey McDonald,S,Raiders,"$1,110,000","$555,000",$0,$0,0.00%
Greg Ducre,CB,Chargers,"$1,110,000","$555,000",$0,$0,0.00%
Marcus Cromartie,CB,49ers,"$1,110,000","$555,000",$0,$0,0.00%
Tyler Starr,43OLB,Falcons,"$1,110,000","$555,000",$0,$0,0.00%
David Fales,QB,Bears,"$1,110,000","$555,000",$0,$0,0.00%
Fitzgerald Toussaint,RB,Steelers,"$1,110,000","$555,000",$0,$0,0.00%
Deandre Coleman,43DT,Dolphins,"$1,110,000","$555,000",$0,$0,0.00%
Frankie Hammond,WR,Chiefs,"$1,110,000","$555,000",$0,$0,0.00%
Tramain Jacobs,CB,Giants,"$1,110,000","$555,000",$0,$0,0.00%
B.J. Daniels,QB,Texans,"$1,110,000","$555,000",$0,$0,0.00%
Chris Gragg,TE,Bills,"$2,219,172","$554,794","$59,172","$14,793",2.70%
Garrett Gilkey,G,Buccaneers,"$2,211,392","$552,848","$51,392","$12,848",2.30%
Sam Barrington,34OLB,Packers,"$2,209,000","$552,250","$49,000","$12,250",2.20%
Marquess Wilson,WR,Bears,"$2,207,148","$551,787","$47,148","$11,787",2.10%
Marcus Cooper,CB,Chiefs,"$2,205,896","$551,474","$45,896","$11,474",2.10%
Sean Renfree,QB,Falcons,"$2,205,896","$551,474","$45,896","$11,474",2.10%
Michael Bowie,LT,Browns,"$2,205,896","$551,474","$45,896","$11,474",2.10%
Kemal Ishmael,S,Falcons,"$2,205,896","$551,474","$45,896","$11,474",2.10%
Damion Stafford,S,Titans,"$2,205,896","$551,474","$45,896","$11,474",2.10%
Darius Eubanks,S,Buccaneers,"$1,650,000","$550,000",$0,$0,0.00%
Casey Walker,TE,Cowboys,"$1,650,000","$550,000",$0,$0,0.00%
Andrew McDonald,T,Texans,"$1,650,000","$550,000",$0,$0,0.00%
Jeremy Harris,CB,Redskins,"$1,650,000","$550,000",$0,$0,0.00%
Billy Winn,34DE,Colts,"$2,178,680","$544,670","$78,680","$19,670",3.60%
Bacarri Rambo,S,Bills,"$1,080,000","$540,000",$0,$0,0.00%
Joel Wilkinson,CB,Cardinals,"$1,620,000","$540,000",$0,$0,0.00%
Derrick Mathews,B,Redskins,"$1,620,000","$540,000",$0,$0,0.00%
Ross Travis,TE,Chiefs,"$1,620,000","$540,000",$0,$0,0.00%
Jamel Johnson,LB,Packers,"$1,620,000","$540,000",$0,$0,0.00%
Cornelius Edison,C,Bears,"$1,620,000","$540,000",$0,$0,0.00%
B.J. Lowery,CB,Broncos,"$1,620,000","$540,000",$0,$0,0.00%
Tyler Davis,WR,Dolphins,"$1,620,000","$540,000",$0,$0,0.00%
Ronnie Shields,TE,Seahawks,"$1,620,000","$540,000",$0,$0,0.00%
Ryan Williams,QB,Packers,"$1,620,000","$540,000",$0,$0,0.00%
Dexter McCoil,ILB,Chargers,"$1,620,000","$540,000",$0,$0,0.00%
Eze Obiora,34OLB,Colts,"$1,620,000","$540,000",$0,$0,0.00%
Erik Harris,S,Saints,"$1,620,000","$540,000",$0,$0,0.00%
Matt Dooley,LS,Steelers,"$1,620,000","$540,000",$0,$0,0.00%
Anthony Dable,WR,Giants,"$1,620,000","$540,000",$0,$0,0.00%
Aaron Grymes,CB,Eagles,"$1,620,000","$540,000",$0,$0,0.00%
Xavier Rush,WR,Eagles,"$1,620,000","$540,000",$0,$0,0.00%
Cleyon Laing,43DE,Dolphins,"$1,620,000","$540,000",$0,$0,0.00%
Forrest Hill,LS,Colts,"$162,000","$540,000",$0,$0,0.00%
Tautvydas Kieras,34OLB,Chiefs,"$1,620,000","$540,000",$0,$0,0.00%
Markus Kuhn,43DT,Giants,"$2,145,896","$536,474","$45,896","$11,474",2.10%
Brittan Golden,CB,Cardinals,"$1,605,000","$535,000",$0,$0,0.00%
La\’el Collins,RT,Cowboys,"$1,599,500","$533,167","$1,599,500","$533,167",100.00%
Marcus Ball,S,Panthers,"$532,000","$532,000","$7,000","$7,000",1.30%
Jimmy Hall,S,Raiders,"$1,595,000","$531,667","$20,000","$6,667",1.30%
David Foucault,T,Panthers,"$531,500","$531,500","$6,500","$6,500",1.20%
Alani Fua,34OLB,Cardinals,"$1,592,000","$530,667","$17,000","$5,667",1.10%
David Andrews,C,Patriots,"$1,590,000","$530,000","$15,000","$5,000",0.90%
Thomas Rawls,RB,Seahawks,"$1,590,000","$530,000","$15,000","$5,000",0.90%
Arthur Miley,43DE,Panthers,"$1,590,000","$530,000","$15,000","$5,000",0.90%
Dean Marlowe,S,Panthers,"$1,590,000","$530,000","$15,000","$5,000",0.90%
Thurston Armbrister,43OLB,Jaguars,"$1,587,500","$529,167","$15,000","$5,000",0.90%
Delvin Breaux,CB,Saints,"$1,587,000","$529,000","$150,000","$50,000",9.50%
Curtis Riley,CB,Titans,"$1,587,000","$529,000","$12,000","$4,000",0.80%
Zach Vigil,43OLB,Dolphins,"$1,585,000","$528,333","$10,000","$3,333",0.60%
Lucky Whitehead,WR,Cowboys,"$1,585,000","$528,333","$10,000","$3,333",0.60%
Taylor Heinicke,QB,Vikings,"$1,585,000","$528,333","$10,000","$3,333",0.60%
Kaleb Eulls,34DE,Saints,"$1,585,000","$528,333","$15,000","$5,000",0.60%
Justin March,34OLB,Chiefs,"$1,585,000","$528,333","$10,000","$3,333",0.60%
Nick Easton,C,Vikings,"$1,584,000","$528,000","$9,000","$3,000",0.60%
Julian Wilson,CB,Ravens,"$1,584,000","$528,000","$9,000","$3,000",0.60%
Xavier Williams,34DT,Cardinals,"$1,583,000","$527,667","$8,000","$2,667",0.50%
Zack Wagenmann,34OLB,Cardinals,"$1,583,000","$527,667","$8,000","$2,667",0.50%
Junior Sylvestre,ILB,Colts,"$1,583,000","$527,667","$8,000","$2,667",0.50%
Brock Hekking,34OLB,Chargers,"$1,582,500","$527,500","$7,500","$2,500",0.50%
Darrell Williams,LT,Rams,"$1,582,500","$527,500","$7,500","$2,500",0.50%
Tavaris Barnes,34DE,Saints,"$1,582,500","$527,500","$15,000","$5,000",0.60%
Tyson Chandler,RT,Bills,"$1,582,500","$527,500","$7,500","$2,500",0.50%
DeAndrew White,WR,49ers,"$1,582,000","$527,333","$32,000","$10,667",2.00%
Brian Parker,TE,Chiefs,"$1,582,000","$527,333","$7,000","$2,333",0.40%
Cody Riggs,CB,Titans,"$1,582,000","$527,333","$7,000","$2,333",0.40%
Bradley Marquez,WR,Rams,"$1,581,500","$527,167","$6,500","$2,167",0.40%
Greg Mancz,C,Texans,"$1,581,000","$527,000","$6,000","$2,000",0.40%
Dres Anderson,WR,49ers,"$1,581,000","$527,000","$50,000","$16,667",3.20%
Cameron Meredith,WR,Bears,"$1,581,000","$527,000","$6,000","$2,000",0.40%
Tyler Varga,RB,Colts,"$1,581,000","$527,000","$6,000","$2,000",0.40%
Quinton Spain,RG,Titans,"$1,581,000","$527,000","$6,000","$2,000",0.40%
Chad Slade,LG,Texans,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Anthony Jefferson,S,Bears,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Josh Lambo,K,Chargers,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Nick Dzubnar,ILB,Chargers,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Ladarius Gunter,CB,Packers,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Bobby Richardson,34DE,Saints,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Corey Grant,RB,Jaguars,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Nick Marshall,CB,Jaguars,"$1,580,000","$526,667","$15,000","$5,000",0.90%
Zach Zenner,RB,Lions,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Eli Rogers,WR,Steelers,"$1,580,000","$526,667","$5,000","$1,667",0.30%
Jerome Couplin,S,Eagles,"$1,580,000","$526,666","$50,000","$16,667",3.20%
Jack Tabb,TE,Saints,"$1,578,000","$526,000","$3,000","$1,000",0.20%
Carlos Thompson,34OLB,Texans,"$1,577,500","$525,833","$2,500",$833,0.20%
Cam Worthy,WR,Ravens,"$1,577,500","$525,833","$2,500",$833,0.20%
Brandon Wegher,RB,Panthers,"$1,577,500","$525,833","$2,500",$833,0.20%
Cam Thomas,CB,Bills,"$1,577,000","$525,667","$2,000",$667,0.10%
Kendall Lamm,LT,Texans,"$1,577,000","$525,667","$2,000",$667,0.10%
Khari Lee,TE,Bears,"$1,577,000","$525,667","$2,000",$667,0.10%
Josh Mitchell,CB,Colts,"$1,577,000","$525,667","$2,000",$667,0.10%
Cameron Lynch,43OLB,Rams,"$1,577,000","$525,667","$2,000",$667,0.10%
Matt Darr,P,Dolphins,"$1,576,000","$525,333","$1,000",$333,0.10%
Neville Hewitt,43OLB,Dolphins,"$1,576,000","$525,333","$1,000",$333,0.10%
Isiah Ferguson,WR,Rams,"$1,576,000","$525,333","$1,000",$333,0.10%
Garth Gerhart,C,Browns,"$525,000","$525,000",$0,$0,0.00%
Jeff Adams,T,Texans,"$525,000","$525,000",$0,$0,0.00%
Martin Wallace,LT,Bears,"$525,000","$525,000",$0,$0,0
Deveron Carr,RB,Chiefs,"$525,000","$525,000",$0,$0,0.00%
Rufus Johnson,34OLB,Patriots,"$525,000","$525,000",$0,$0,0.00%
Vick Ballard,RB,Saints,"$525,000","$525,000",$0,$0,0.00%
Chris Barker,G,Patriots,"$525,000","$525,000",$0,$0,0.00%
Sean Baker,S,Browns,"$525,000","$525,000",$0,$0,0.00%
William Campbell,G,Packers,"$525,000","$525,000",$0,$0,0
Keith Browner,43DE,Bears,"$525,000","$525,000",$0,$0,0.00%
Zac Dysert,QB,Dolphins,"$525,000","$525,000",$0,$0,0
Nick Kasa,TE,Broncos,"$525,000","$525,000",$0,$0,0.00%
Quanterus Smith,43DE,Jaguars,"$525,000","$525,000",$0,$0,0.00%
Antoine McClain,LG,Cardinals,"$525,000","$525,000",$0,$0,0.00%
Carter Bykowski,T,Vikings,"$525,000","$525,000",$0,$0,0.00%
Vinston Painter,LT,Dolphins,"$525,000","$525,000",$0,$0,0.00%
Nathan Palmer,WR,Bears,"$525,000","$525,000",$0,$0,0.00%
Stanley Jean-Baptiste,CB,Seahawks,"$525,000","$525,000",$0,$0,0.00%
Khyri Thornton,43DT,Lions,"$525,000","$525,000",$0,$0,0.00%
Larry Webster,43DE,Panthers,"$525,000","$525,000",$0,$0,0.00%
Ricardo Allen,CB,Falcons,"$525,000","$525,000",$0,$0,0.00%
Robert Herron,WR,Dolphins,"$525,000","$525,000",$0,$0,0
Brandon Dixon,CB,Saints,"$525,000","$525,000",$0,$0,0
Marion Grice,RB,Cardinals,"$525,000","$525,000",$0,$0,0.00%
Matt Paradis,C,Broncos,"$525,000","$525,000",$0,$0,0
Ulrick John,RT,Dolphins,"$525,000","$525,000",$0,$0,0.00%
David Yankey,G,Panthers,"$525,000","$525,000",$0,$0,0.00%
Carl Bradford,ILB,Packers,"$525,000","$525,000",$0,$0,0.00%
Carrington Byndom,CB,Cardinals,"$525,000","$525,000",$0,$0,0.00%
Dustin Vaughan,QB,Steelers,"$525,000","$525,000",$0,$0,0.00%
Isaiah Burse,WR,Chargers,"$525,000","$525,000",$0,$0,0.00%
Bennie Fowler,WR,Broncos,"$525,000","$525,000",$0,$0,0.00%
George Atkinson III,RB,Raiders,"$525,000","$525,000",$0,$0,0.00%
Josh Andrews,C,Eagles,"$1,575,000","$525,000",$0,$0,0.00%
Travis Coons,K,Browns,"$525,000","$525,000",$0,$0,0.00%
Shamiel Gary,S,Dolphins,"$525,000","$525,000",$0,$0,0.00%
Donald Hawkins,G,Panthers,"$525,000","$525,000",$0,$0,0.00%
Seth Roberts,WR,Raiders,"$525,000","$525,000",$0,$0,0.00%
Uani Unga,LB,Giants,"$1,575,000","$525,000",$0,$0,0.00%
Brett Jones,RT,Giants,"$1,575,000","$525,000",$0,$0,0.00%
Jordan Berry,P,Steelers,"$1,575,000","$525,000",$0,$0,0.00%
Nick O’Leary,TE,Bills,"$1,575,000","$525,000",$0,$0,0.00%
Dezmin Lewis,WR,Bills,"$1,575,000","$525,000",$0,$0,0
Max Valles,43OLB,Bills,"$1,575,000","$525,000",$0,$0,0.00%
Denzel Rice,CB,Eagles,"$1,575,000","$525,000",$0,$0,0.00%
Raheem Mostert,RB,Browns,"$525,000","$525,000",$0,$0,0
A.J. Tarpley,43OLB,Bills,"$1,575,000","$525,000",$0,$0,0
Andrew Franks,K,Dolphins,"$1,575,000","$525,000",$0,$0,0.00%
Reshod Fortenberry,LT,Cowboys,"$1,575,000","$525,000",$0,$0,0.00%
Darius Jennings,WR,Browns,"$525,000","$525,000",$0,$0,0.00%
E.J. Bibbs,TE,Browns,"$1,575,000","$525,000",$0,$0,0.00%
Cariel Brooks,CB,Cardinals,"$525,000","$525,000",$0,$0,0.00%
Brandon Person,S,Cardinals,"$1,575,000","$525,000",$0,$0,0.00%
Harold Jones-Quartey,S,Bears,"$1,575,000","$525,000",$0,$0,0.00%
Robenson Therezie,S,Falcons,"$1,575,000","$525,000",$0,$0,0.00%
Terron Ward,RB,Falcons,"$1,575,000","$525,000","$1,000",$333,0.30%
Jordan Williams,34DE,Dolphins,"$525,000","$525,000",$0,$0,0.00%
Taiwan Jones,ILB,Jets,"$1,575,000","$525,000",$0,$0,0.00%
Terrence Magee,RB,Ravens,"$525,000","$525,000",$0,$0,0
Terrance Plummer,ILB,Vikings,"$525,000","$525,000",$0,$0,0.00%
Gabe Holmes,TE,Raiders,"$525,000","$525,000",$0,$0,0.00%
Josh Shirley,43OLB,Seahawks,"$525,000","$525,000",$0,$0,0.00%
Tevin McDonald,CB,Raiders,"$525,000","$525,000",$0,$0,0
Anthony Harris,S,Vikings,"$1,575,000","$525,000",$0,$0,0
Troy Hill,CB,Rams,"$1,575,000","$525,000",$0,$0,0
Eric Patterson,CB,Rams,"$1,575,000","$525,000",$0,$0,0.00%
Ronald Martin,S,Jets,"$1,575,000","$525,000",$0,$0,0.00%
T.Y. McGill,43DT,Colts,"$1,575,000","$525,000",$0,$0,0.00%
Ryan Delaire,43OLB,Panthers,"$1,575,000","$525,000",$0,$0,0.00%
Isaiah Battle,LT,Rams,"$1,575,000","$525,000",$0,$0,0
Jason Myers,K,Jaguars,"$1,575,000","$525,000",$0,$0,0.00%
Beau Gardner,TE,Falcons,"$1,575,000","$525,000","$3,000","$1,000",0.20%
Darrin Reaves,RB,Chiefs,"$525,000","$525,000",$0,$0,0.00%
Jerome Cunningham,TE,Giants,"$525,000","$525,000",$0,$0,0.00%
Brad Sorensen,QB,Chargers,"$525,000","$525,000",$0,$0,0
Roosevelt Nix,RB,Steelers,"$525,000","$525,000",$0,$0,0.00%
Rontez Miles,S,Jets,"$1,575,000","$525,000",$0,$0,0.00%
Brent Qvale,RT,Jets,"$1,575,000","$525,000",$0,$0,0.00%
Eric Pinkins,S,Seahawks,"$525,000","$525,000",$0,$0,0.00%
Mitchell Henry,TE,Packers,"$525,000","$525,000",$0,$0,0.00%
Caushaud Lyons,43DE,Steelers,"$525,000","$525,000",$0,$0,0.00%
Mohammed Seisay,CB,Seahawks,"$525,000","$525,000",$0,$0,0.00%
Kaleb Johnson,RG,Browns,"$525,000","$525,000",$0,$0,0
Darrian Miller,LG,Browns,"$525,000","$525,000",$0,$0,0.00%
Matt Hazel,WR,Dolphins,"$525,000","$525,000",$0,$0,0
Quinton Dunbar,WR,Redskins,"$1,575,000","$525,000",$0,$0,0.00%
Brian Peters,S,Texans,"$1,575,000","$525,000",$0,$0,0.00%
Tyreek Burwell,LT,Chargers,"$1,575,000","$525,000",$0,$0,0.00%
Jared Abbrederis,WR,Packers,"$1,575,000","$525,000",$0,$0,0
Will Tye,TE,Giants,"$525,000","$525,000",$0,$0,0.00%
Deshazor Everett,CB,Redskins,"$1,575,000","$525,000",$0,$0,0.00%
Jamie Meder,34DE,Browns,"$525,000","$525,000",$0,$0,0.00%
Kapri Bibbs,RB,Broncos,"$525,000","$525,000",$0,$0,0.00%
Kurtis Drummond,S,Texans,"$1,575,000","$525,000",$0,$0,0.00%
Houston Bates,34OLB,Redskins,"$1,575,000","$525,000",$0,$0,0.00%
Drew Nowak,G,Seahawks,"$525,000","$525,000",$0,$0,0.00%
Isaiah Johnson,CB,Lions,"$525,000","$525,000",$0,$0,0.00%
Tyrell Williams,WR,Chargers,"$1,575,000","$525,000",$0,$0,0.00%
Jonathan Krause,WR,Eagles,"$1,575,000","$525,000",$0,$0,0.00%
Marcel Jensen,TE,Redskins,"$1,575,000","$525,000",$0,$0,0.00%
jarryd Hayne,RB,49ers,"$1,575,000","$525,000",$0,$0,0.00%
Brandon Copeland,43OLB,Lions,"$525,000","$525,000",$0,$0,0.00%
Anthony Steen,C,Dolphins,"$525,000","$525,000",$0,$0,0.00%
Tyler Murphy,WR,Dolphins,"$525,000","$525,000",$0,$0,0.00%
Keavon Milton,TE,Patriots,"$525,000","$525,000",$0,$0,0.00%
Ryan Hewitt,TE,Bengals,"$1,540,000","$520,000","$10,000","$3,333",0.60%
Cam Johnson,34OLB,Browns,"$1,035,000","$517,500",$0,$0,0.00%
L.J. Fort,LB,Steelers,"$1,035,000","$517,500",$0,$0,0.00%
Matt Daniels,S,Chargers,"$1,035,000","$517,500",$0,$0,0
Sean McGrath,TE,Chargers,"$1,035,000","$517,500",$0,$0,0.00%
Kelcy Quarles,34DT,Colts,"$1,035,000","$517,500",$0,$0,0.00%
Alex Tanney,QB,Titans,"$1,035,000","$517,500",$0,$0,0.00%
RaShaun Allen,TE,Saints,"$1,035,000","$517,500",$0,$0,0.00%
Ethan Westbrooks,43DT,Rams,"$1,550,000","$516,667","$50,000","$16,667",3.2%%
Cornelius Lucas,RT,Lions,"$1,550,000","$516,667","$20,000","$6,667",1.30%
Kenneth Boatright,43DE,Cowboys,"$1,548,000","$516,000","$18,000","$6,000",1.20%
Corey Brown,WR,Panthers,"$1,545,000","$515,000","$15,000","$5,000",1.00%
Marcus Roberson,CB,Rams,"$1,545,000","$515,000","$15,000","$5,000",1.00%
Tenny Palepoi,34DE,Chargers,"$1,542,500","$514,167","$12,500","$4,167",0.80%
Andrew Norwell,G,Panthers,"$1,542,000","$514,000","$12,000","$4,000",0.80%
Garry Gilliam,RT,Seahawks,"$1,542,000","$514,000","$12,000","$4,000",0.80%
Taurean Nixon,CB,Broncos,"$2,055,000","$513,750",$0,$0,0.00%
Isaiah Crowell,RB,Browns,"$1,540,000","$513,333","$10,000","$3,333",0.90%
Albert Wilson,WR,Chiefs,"$1,540,000","$513,333","$10,000","$3,333",0.70%
Gabe Ikard,C,Lions,"$1,540,000","$513,333","$10,000","$3,333",0.60%
James Hurst,LT,Ravens,"$1,539,000","$513,000","$9,000","$3,000",0.60%
Silas Redd,RB,Redskins,"$1,538,000","$512,667","$8,000","$2,667",0.80%
Jonotthan Harrison,C,Colts,"$1,537,500","$512,500","$7,500","$2,500",0.60%
Trey Burton,WR,Eagles,"$1,537,500","$512,500","$7,500","$2,500",0.50%
Christian Jones,ILB,Bears,"$1,537,000","$512,333","$7,000","$2,333",0.50%
Kasim Edebali,LB,Saints,"$1,536,000","$512,000","$11,000","$3,667",0.60%
L.J. McCray,S,49ers,"$1,536,000","$512,000","$6,000","$2,000",0.30%
Zach Kerr,43DT,Colts,"$1,536,000","$512,000","$6,000","$2,000",0.60%
Chris Whaley,43DT,Cowboys,"$1,535,000","$511,667","$5,000","$1,667",0.50%
Jay Elliot,LB,Packers,"$1,535,000","$511,667","$5,000","$1,667",0.30%
Allen Hurns,WR,Jaguars,"$1,535,000","$511,667","$20,000","$6,667",1.10%
Damien Williams,RB,Dolphins,"$1,533,500","$511,667","$3,500","$1,167",0.30%
Brian Dixon,CB,Saints,"$1,535,000","$511,667","$5,000","$1,667",0.40%
Damian Copeland,WR,Jaguars,"$1,535,000","$511,667","$20,000","$6,667",1.30%
Tyler Shatley,G,Jaguars,"$1,535,000","$511,667","$5,000","$1,667",0.40%
James Stone,C,Falcons,"$1,534,000","$511,333","$4,000","$1,333",0.60%
Juwan Thompson,RB,Broncos,"$1,533,500","$511,167","$3,500","$1,167",0.20%
Mike Pennel,34DT,Packers,"$1,533,500","$511,167","$3,500","$1,167",0.20%
Zachary Orr,LB,Ravens,"$1,533,000","$511,000","$3,000","$1,000",0.20%
Josh Wells,T,Jaguars,"$1,533,000","$511,000","$3,000","$1,000",0.20%
Brock Coyle,LB,Seahawks,"$1,533,000","$511,000","$3,000","$1,000",0.20%
Kenny Anunike,34DE,Broncos,"$1,532,500","$510,833","$2,500",$833,0.40%
Cairo Santos,K,Chiefs,"$1,532,000","$510,666","$2,000",$667,0.20%
Chandler Catanzaro,K,Cardinals,"$1,531,500","$510,500","$1,500",$500,0.10%
Patrick Murray,K,Buccaneers,"$1,530,000","$510,000",$0,$0,0.00%
Travis Long,LB,Eagles,"$1,530,000","$510,000",$0,$0,0.00%
Mike Purcell,34DT,49ers,"$1,530,000","$510,000",$0,$0,0.00%
Charles Johnson,WR,Vikings,"$1,530,000","$510,000",$0,$0,0.00%
Charley Hughlett,LS,Browns,"$1,530,000","$510,000",$0,$0,0.00%
Terrance West,RB,Ravens,"$510,000","$510,000",$0,$0,0.00%
Connor Shaw,QB,Browns,"$1,530,000","$510,000",$0,$0,0.00%
Anthony Denham,TE,Texans,"$1,530,000","$510,000",$0,$0,0.00%
Marcus Williams,CB,Jets,"$1,530,000","$510,000",$0,$0,0.00%
Jeremiah Sirles,RT,Vikings,"$1,530,000","$510,000",$0,$0,0.00%
Jackson Jeffcoat,43DE,Redskins,"$1,530,000","$510,000",$0,$0,0.00%
Malcolm Butler,CB,Patriots,"$1,530,000","$510,000",$0,$0,0.00%
Senorise Perry,RB,Bears,"$1,530,000","$510,000",$0,$0,0.00%
Glenn Winston,RB,Browns,"$1,530,000","$510,000",$0,$0,0.00%
Branden Oliver,RB,Chargers,"$1,530,000","$510,000",$0,$0,0.00%
K\’Waun Williams,CB,Browns,"$1,530,000","$510,000",$0,$0,0.00%
Taylor Gabriel,WR,Browns,"$1,530,000","$510,000",$0,$0,0.00%
Kerry Wynn,43DE,Giants,"$1,530,000","$510,000","$7,500","$2,500",0.30%
Cierre Wood,RB,Bills,"$510,000","$510,000",$0,$0,0.00%
Chris McCain,43OLB,Dolphins,"$1,530,000","$510,000",$0,$0,0.00%
Cody Parkey,K,Eagles,"$1,530,000","$510,000",$0,$0,0.00%
Kevin Hughes,TE,Patriots,"$510,000","$510,000",$0,$0,0.00%
Ryan Jensen,C,Ravens,"$510,000","$510,000",$0,$0,0
Chris Matthews,WR,Ravens,"$510,000","$510,000",$0,$0,0.00%
Craig Watts,G,Jets,"$1,010,000","$505,000","$20,000","$10,000",2.00%
Josh Boyce,WR,Patriots,"$1,005,000","$502,500",$0,$0,0
Lerentee McCray,34OLB,Broncos,"$1,502,000","$500,667","$17,000","$5,667",1.10%
Dominique Williams,RB,Jets,"$1,000,000","$500,000","$10,000","$10,000",1.00%
Quincy Enunwa,WR,Jets,"$1,995,000","$498,750",$0,$0,0
Andy Mulumba,34OLB,Packers,"$1,490,000","$496,667","$5,000","$1,667",0.30%
Marlon Brown,WR,Ravens,"$1,490,000","$496,667","$5,000","$1,667",0.70%
MarQueis Gray,FB,Bills,"$1,489,000","$496,333","$4,000","$1,333",0.30%
Colin Kelly,G,49ers,"$990,000","$495,000",$0,$0,0
Giorgio Tavecchio,K,Raiders,"$990,000","$495,000",$0,$0,0.00%
Brandon Hepburn,LB,Eagles,"$990,000","$495,000",$0,$0,0.00%
Lawrence Okoye,43DE,Jets,"$990,000","$495,000",$0,$0,0.00%
G.J. Kinne,QB,Giants,"$990,000","$495,000",$0,$0,0.00%
Ty Powell,43OLB,Bills,"$1,485,000","$495,000",$0,$0,0.00%
Ryan Quigley,P,Jets,"$1,485,000","$495,000",$0,$0,0.00%
Derrick Coleman,RB,Seahawks,"$1,485,000","$495,000",$0,$0,0.00%
Darryl Morris,CB,Texans,"$1,485,000","$495,000",$0,$0,0.00%
Patrick Omameh,RG,Bears,"$1,485,000","$495,000",$0,$0,0.00%
Jerrell Harris,LB,Cowboys,"$990,000","$495,000",$0,$0,0.00%
Jared Smith,43DT,Cowboys,"$990,000","$495,000",$0,$0,0.00%
Mike McAdoo,43DE,Cowboys,"$990,000","$495,000",$0,$0,
Anthony Jackson,CB,Cowboys,"$990,000","$495,000",$0,$0,
Josh Lenz,WR,Texans,"$990,000","$495,000",$0,$0,0.00%
Kendall James,CB,Jets,"$990,000","$495,000",$0,$0,0
Kevin Greene,TE,Titans,"$990,000","$495,000",$0,$0,0.00%
Justin Renfrow,43DT,Cowboys,"$990,000","$495,000",$0,$0,0.00%
Bernard Reedy,WR,Buccaneers,"$990,000","$495,000",$0,$0,0.00%
Trey Hopkins,G,Bengals,"$990,000","$495,000",$0,$0,0
James Wilder,RB,Bills,"$990,000","$495,000",$0,$0,0
Ronald Patrick,LG,Bills,"$990,000","$495,000",$0,$0,0.00%
Steven Clarke,CB,Titans,"$990,000","$495,000",$0,$0,0.00%
Garrison Smith,DT,49ers,"$990,000","$495,000",$0,$0,0.00%
Kain Colter,WR,Vikings,"$990,000","$495,000",$0,$0,0
Isame Faciane,43DT,Vikings,"$990,000","$495,000",$0,$0,0.00%
Karim Barton,G,Texans,"$990,000","$495,000",$0,$0,0
David Fluellen,RB,Titans,"$990,000","$495,000",$0,$0,0.00%
Alden Darby,S,Saints,"$990,000","$495,000",$0,$0,0.00%
C.J. Goodwin,WR,Falcons,"$990,000","$495,000",$0,$0,0.00%
Kamal Johnson,DT,Redskins,"$990,000","$495,000",$0,$0,0.00%
William Poehls,T,Titans,"$990,000","$495,000",$0,$0,0.00%
Ben Gottschalk,C,Buccaneers,"$990,000","$495,000",$0,$0,0.00%
Chris Manhertz,TE,Saints,"$990,000","$495,000",$0,$0,0.00%
Ben Heenan,G,Colts,"$990,000","$495,000",$0,$0,0.00%
Ben Koyack,TE,Jaguars,"$995,000","$495,000",$0,$0,0.00%
Tyrus Thompson,LT,Lions,"$990,000","$495,000",$0,$0,0.00%
Jake Rodgers,RT,Giants,"$990,000","$495,000",$0,$0,0.00%
Martin Ifedi,43DE,Buccaneers,"$990,000","$495,000",$0,$0,0
Kenny Hilliard,RB,Texans,"$990,000","$495,000",$0,$0,0
Gerod Holliman,S,Buccaneers,"$990,000","$495,000",$0,$0,0
Austin Reiter,C,Redskins,"$990,000","$495,000",$0,$0,0.00%
Brett Boyko,LT,Eagles,"$990,000","$495,000",$0,$0,0
Eric Tomlinson,TE,Texans,"$990,000","$495,000",$0,$0,0.00%
Malcolm Bunche,LG,Eagles,"$990,000","$495,000",$0,$0,0
Rasheed Bailey,WR,Jaguars,"$990,000","$495,000",$0,$0,0.00%
Travis Raciti,34DE,Eagles,"$990,000","$495,000",$0,$0,0.00%
Andre Davis,WR,Buccaneers,"$990,000","$495,000",$0,$0,0
